name,sku,description,unit_price,unit,brand,supplier_name
"CA3333 VW GACEL,SENDA,PASSAT",1 1CA-3333EE,,8167.32,unidad,FRAM,BERAL SRL
CA3399 LADA SAMARA 1.1 1.3 1.5,1 2CA-3399,,9371.47,unidad,FRAM,BERAL SRL
CA3490 Dodge - Honda - Hundai,1 1CA-3490,,14835.24,unidad,FRAM,BERAL SRL
"CA353 NISSAN CHERRY,SUBARU JUS",1 1CA-353,,10313.86,unidad,FRAM,BERAL SRL
CA3549 CHEVROLET BLAZER,1 1CA-3549,,11049.15,unidad,FRAM,BERAL SRL
"CA3559 CHRYSLER DAKOTA 2,5L CA",1 2CA-3559,,7224.93,unidad,FRAM,BERAL SRL
CA3565 RENAULT 11 TURBO,1 1CA-3565,,7066.44,unidad,FRAM,BERAL SRL
"CA3588 CHEVROLET LUV,ISUZU.NIS",1 1CA-3588,,13873.97,unidad,FRAM,BERAL SRL
CA3660 CRYSLER NEON,1 2CA-3660,,10575.63,unidad,FRAM,BERAL SRL
"CA3814 CHRYSLER SHADOW 2,5L",1 2CA-3814,,15874.6,unidad,FRAM,BERAL SRL
"CA3901 CHRYSLER RAM 3,9L V6",1 2CA-3901,,21556.64,unidad,FRAM,BERAL SRL
CA3902 CHEVROLET PICK UP LLV 2,1 1CA-3902,,10425.92,unidad,FRAM,BERAL SRL
"CA3914 CHEVROLET SILVERADO 3,9",1 2CA-3914,,12198.62,unidad,FRAM,BERAL SRL
CA3943 RENAULT CLIO II 2.0 SPO,1 1CA-3943,,16020.51,unidad,FRAM,BERAL SRL
CA3989 CHAMPION,1 1CA-3989,,60940.75,unidad,FRAM,BERAL SRL
CA4202 DEUTZ BF6L 913 PRIMARIO,1 1CA-4202,,26688.28,unidad,FRAM,BERAL SRL
CA4202R FORD RANGER TD(MOTOR M,1 1CA-4202R,,27454.36,unidad,FRAM,BERAL SRL
CA4202SY DEUTZ BF6L 913 SECUND,1 1CA-4202SY,,17224.66,unidad,FRAM,BERAL SRL
CA4215 IVECO EUROTRAKKER,1 1CA-4215,,63398.8,unidad,FRAM,BERAL SRL
"CA4221 SCANIA H-112,T-112,R-11",1 1CA-4221,,89468.77,unidad,FRAM,BERAL SRL
"CA4239 FIAT147 CL,CL5,TR5",1 1CA-4239,,6583.44,unidad,FRAM,BERAL SRL
CA4255 TOYOTA HILUX,1 1CA-4255,,16858.18,unidad,FRAM,BERAL SRL
CA4260 COMBI VOLKSWAGEN,1 1CA-4260,,25287.27,unidad,FRAM,BERAL SRL
CA4261 FORD ESCORT DDE 1988 HA,1 1CA-4261,,7749.88,unidad,FRAM,BERAL SRL
CA4283 PEUGEOT 505,1 1CA-4283,,6583.44,unidad,FRAM,BERAL SRL
CA4309 SUBARU IMPREZA LEGACY N,1 2CA-4309,,14051.97,unidad,FRAM,BERAL SRL
"CA4320 HONDA CIVIC LX,DX",1 2CA-4320,,8765.48,unidad,FRAM,BERAL SRL
"CA4329 RENAULT 18 2000,FUEGO",1 1CA-4329EE,,10313.86,unidad,FRAM,BERAL SRL
"CA4336 CHEVROLET MONZA 1,6",1 1CA-4336,,8429.09,unidad,FRAM,BERAL SRL
"CA4352EE FORD TAUNUS L,GHIA,FA",1 1CA-4352EE,,11203.88,unidad,FRAM,BERAL SRL
"CA4354 RENAULT 9,11 MOTOR 1,",1 1CA-4354EE,,7172.58,unidad,FRAM,BERAL SRL
CA4360 FIAT AGRI TRACTORES,1 1CA-4360,,26020.23,unidad,FRAM,BERAL SRL
"CA4499 FIAT UNO 70S,SX,SL-1300",1 2CA-4499,,14267.43,unidad,FRAM,BERAL SRL
"CA4556 FIAT UNO IE,SX",1 2CA-4556,,5736.87,unidad,FRAM,BERAL SRL
CA4576 BMW 316 318 320,1 2CA-4576,,10994.46,unidad,FRAM,BERAL SRL
"CA4597 FIAT TIPO 1,7 DIESEL",1 2CA-4597,,10011.86,unidad,FRAM,BERAL SRL
CA4599 ALFA ROMEO 164,1 2CA-4599,,11917.22,unidad,FRAM,BERAL SRL
"CA4685 MERCEDEZ BENZ LS-1526,F",1 1CA-4685,,38574.87,unidad,FRAM,BERAL SRL
CA4685SY MERCEDEZ BENZ LS-1526,1 1CA-4685SY,,18062.34,unidad,FRAM,BERAL SRL
"CA4691 TRACTORES DEUTZ,MERCEDE",1 1CA-4691,,52234.18,unidad,FRAM,BERAL SRL
"CA4691SY TRACTORES DEUTZ,MERCE",1 1CA-4691SY,,29475.64,unidad,FRAM,BERAL SRL
CA4692SY MERCEDEZ BENZ,1 1CA-4692SY,,26596.13,unidad,FRAM,BERAL SRL
CA4778 DAIHATSU APLAUSE 1.6 CH,1 2CA-4778,,9909.38,unidad,FRAM,BERAL SRL
CA4813 FIAT DUCATTO,1 1CA-4813,,11570.37,unidad,FRAM,BERAL SRL
CA4818 TOYOTA COASTER,1 2CA-4818,,28899.74,unidad,FRAM,BERAL SRL
"CA4877 FORD SIERRA L,GL 1,6",1 1CA-4877,,518.7,unidad,FRAM,BERAL SRL
CA4890SY FIAT AGRI TRACTORES,1 1CA-4890SY,,40200.1,unidad,FRAM,BERAL SRL
CA4893 SCANIA CAMION,1 1CA-4893,,46058.95,unidad,FRAM,BERAL SRL
"CA4924 SUBARU LEGACY GL.DL 1,8",1 2CA-4924,,12041.56,unidad,FRAM,BERAL SRL
"CA4950 CHEVROLET KADETT,MONZA",1 2CA-4950,,6744.24,unidad,FRAM,BERAL SRL
CA4951 ELEMENTO PARA CARCAZA O,1 1CA-4951,,12076.94,unidad,FRAM,BERAL SRL
CA4951MB ADAPTACION MERCEDEZ B,1 1CA-4951MB,,13564,unidad,FRAM,BERAL SRL
CA4974 PEUGEOT 205 G Y C2,1 1CA-4974,,8219.67,unidad,FRAM,BERAL SRL
CA4989 VALMET 785 TRACTORES,1 1CA-4989,,17591.14,unidad,FRAM,BERAL SRL
CA502 RENAULT MAGNUM CAMION AE,1 1CA-502,,76175.93,unidad,FRAM,BERAL SRL
CA5021 KODIAK 14190 CATERP,1 1CA-5021,,86123.31,unidad,FRAM,BERAL SRL
CA5021SY KODIAK 14190 CATERP,1 1CA-5021SY,,51673.98,unidad,FRAM,BERAL SRL
CA502SY REANULT CAMION MAGNUM,1 1CA-502SY,,121410.3,unidad,FRAM,BERAL SRL
CA5058 FORD EXPLORER,1 2CA-5058,,18999.07,unidad,FRAM,BERAL SRL
"CA5070 NPR (mot. Isuzu 4.2 L,",1 1CA-5070,,72720.53,unidad,FRAM,BERAL SRL
CA508SY JOHN DEERE 1430-2420-3,1 1CA-508SY,,52721.08,unidad,FRAM,BERAL SRL
CA5108 VW PASSAT 1.8 TD,1 1CA-5108,,11360.95,unidad,FRAM,BERAL SRL
"CA5111 PEUGEOT 405 GR,GRX,SRX,",1 2CA-5111,,8324.38,unidad,FRAM,BERAL SRL
"CA5120 PEUGEOT 505 SRD,TURBO D",1 2CA-5120,,4852.78,unidad,FRAM,BERAL SRL
CA5125 DAIHATSU TERIOS,1 2CA-5125,,9162.05,unidad,FRAM,BERAL SRL
CA5137 MAZDA 121 LX,1 1CA-5137,,8146.38,unidad,FRAM,BERAL SRL
CA5140 FIAT TIPO TURBO DIESEL,1 2CA-5140,,11308.59,unidad,FRAM,BERAL SRL
"CA5144 S´SANSYONG MUSSO 2,3",1 2CA-5144,,6067.77,unidad,FRAM,BERAL SRL
CA5155 VOLVO OMNIBUS B58,1 1CA-5155,,85180.92,unidad,FRAM,BERAL SRL
"CA5156 FORD ESCORT 1,8,GALAXI,",1 2CA-5156,,6125.49,unidad,FRAM,BERAL SRL
CA5160 FORD FIESTA,1 1CA-5160,,10261.5,unidad,FRAM,BERAL SRL
"CA5164 FIAT FIORINO,147,DUNA D",1 2CA-5164,,7015.52,unidad,FRAM,BERAL SRL
CA5229 RENAULT 19 RN Y RT,1 1CA-5229EE,,11413.3,unidad,FRAM,BERAL SRL
CA523 FIAT TRACTOR 1180-1380-1,1 1CA-523,,50626.89,unidad,FRAM,BERAL SRL
CA5232 FIAT AGRI TRACTORES,1 1CA-5232,,34554.03,unidad,FRAM,BERAL SRL
CA5233 FORD TRANSIT,1 2CA-5233,,7434.35,unidad,FRAM,BERAL SRL
"CA5266 FIAT DUNA S,DV,DUNA WEE",1 2CA-5266,,6332.81,unidad,FRAM,BERAL SRL
CA5272 ROVER 216 MOTOR HONDA,1 2CA-5272,,6900.08,unidad,FRAM,BERAL SRL
CA5301 VW GOLF Y PASSAT,1 2CA-5301,,12565.1,unidad,FRAM,BERAL SRL
"CA5304 ISUZU 2,5",1 1CA-5304,,17434.08,unidad,FRAM,BERAL SRL
CA5308 RENAULT EXPRESS D,1 1CA-5308,,9612.3,unidad,FRAM,BERAL SRL
CA5325 FIAT DUNA Y UNO CON MOT,1 2CA-5325,,6841.7,unidad,FRAM,BERAL SRL
CA5329 PEUGEOT 205 C Y J,1 1CA-5329,,10526.61,unidad,FRAM,BERAL SRL
CA5331 PEUGEOT 306 CITROEN ZX,1 1CA-5331,,6230.24,unidad,FRAM,BERAL SRL
CA5347 VOLVO NL 10/12 INTERCOO,1 2CA-5347,,123975.68,unidad,FRAM,BERAL SRL
CA5349 BMW 524 525TD,1 1CA-5349,,19161.78,unidad,FRAM,BERAL SRL
"CA5350 BMW Z3 2,8L 318-528-325",1 2CA-5350,,13141,unidad,FRAM,BERAL SRL
CA5357 FORD ESCORT,1 2CA-5357,,7224.93,unidad,FRAM,BERAL SRL
CA5357D FORD ESCORT DIESEL,1 2CA-5357D,,7277.29,unidad,FRAM,BERAL SRL
"CA5358 ROVER 420 GSi,GTi,SLi",1 1CA-5358,,8481.44,unidad,FRAM,BERAL SRL
CA5369 NISSAN TERRANO II 2.7 T,1 1CA-5369,,33297.52,unidad,FRAM,BERAL SRL
CA5370 VOLKSWAGEN GOLF III 1.6,1 2CA-5370,,12617.46,unidad,FRAM,BERAL SRL
CA5371 DAEWO ESPERO,1 2CA-5371,,5916.1,unidad,FRAM,BERAL SRL
CA5377 VW POLO NAFTERO,1 2CA-5377,,8481.44,unidad,FRAM,BERAL SRL
CA5377D VW POLO GASOLERO,1 2CA-5377D,,9266.76,unidad,FRAM,BERAL SRL
CA5400 CHEVROLET ASTRA TURBO D,1 2CA-5400,,5340.17,unidad,FRAM,BERAL SRL
"CA5410 ROVER 820 E SE 2,0",1 2CA-5410,,8800.7,unidad,FRAM,BERAL SRL
"CA5416  RENAULT 12 L,GTL 11",1 1CA-5416,,9371.47,unidad,FRAM,BERAL SRL
CA5435 MERCEDES BENZ 709 IMP,1 2CA-5435,,13060.72,unidad,FRAM,BERAL SRL
CA5445 MAZDA 626 SEDAN,1 2CA-5445,,9130.36,unidad,FRAM,BERAL SRL
CA5456  PEUGEOT 306 DIESEL,1 1CA-5456,,6753.74,unidad,FRAM,BERAL SRL
CA546 ALLYS CHALMERS,1 1CA-546,,39108.88,unidad,FRAM,BERAL SRL
CA5461 RENAULT KANGOO RN,1 1CA-5461,,7580.92,unidad,FRAM,BERAL SRL
CA5463 RENAULT TWINGO,1 2CA-5463,,5863.71,unidad,FRAM,BERAL SRL
CA5466 TOYOTA COROLLA GLI  XTI,1 2CA-5466,,11575.6,unidad,FRAM,BERAL SRL
"CA546SY JOHN DEERE,MASSEY FERG",1 1CA-546SY,,33192.81,unidad,FRAM,BERAL SRL
CA5483SY SCANIA P93 R Y T,1 1CA-5483SY,,25025.5,unidad,FRAM,BERAL SRL
CA5485 RENAULT TRAFIC DIESEL,1 1CA-5485EE,,12355.68,unidad,FRAM,BERAL SRL
CA5488 PEUGEOT 405 SRI INYECCI,1 2CA-5488,,8114.96,unidad,FRAM,BERAL SRL
CA5492 FORD MONDEO DIESEL,1 2CA-5492,,12167.2,unidad,FRAM,BERAL SRL
CA5494 FORD MONDEO NAFTERO,1 2CA-5494,,7696.13,unidad,FRAM,BERAL SRL
"CA5495 FIAT TIPO 1,6,TEMPRA IN",1 2CA-5495,,7002.52,unidad,FRAM,BERAL SRL
CA5496 CHEVROLET  CORSA,1 2CA-5496,,3958.01,unidad,FRAM,BERAL SRL
CA5501 CHEVROLET CORSA DIESEL,1 2CA-5501,,7905.54,unidad,FRAM,BERAL SRL
"CA5513 VW GOL Gti 2,0",1 2CA-5513,,5960.57,unidad,FRAM,BERAL SRL
CA5513D VOLKSWAGEN GOL,1 2CA-5513D,,8690.86,unidad,FRAM,BERAL SRL
CA5522 LAND ROVER DISCOVERY 2.,1 2CA-5522,,12669.81,unidad,FRAM,BERAL SRL
CA5554 RENAULT LAGUNA PZA ORIG,1 2CA-5554,,11402.84,unidad,FRAM,BERAL SRL
CA5555 Renault Laguna 3.0 V6.,1 1CA-5555,,6588.46,unidad,FRAM,BERAL SRL
CA5567 ISUZU 3.1D,1 1CA-5567,,25444.33,unidad,FRAM,BERAL SRL
CA5572 LAND ROVER DEFENDER 4X2,1 2CA-5572,,27905,unidad,FRAM,BERAL SRL
CA5578 FORD FIESTA DIESEL,1 2CA-5578,,5078.4,unidad,FRAM,BERAL SRL
CA5585 VOLVO FH-12 GLOBTROTER,1 1CA-5585,,73313.22,unidad,FRAM,BERAL SRL
CA5595 Mazda 323 GLX 1.6L 2000,1 1CA-5595,,10188.21,unidad,FRAM,BERAL SRL
CA5611 PEUGEOT BOXER,1 1CA-5611,,14502.22,unidad,FRAM,BERAL SRL
"CA5613 RENAULT LAGUNA 2,2 D",1 2CA-5613,,11727.43,unidad,FRAM,BERAL SRL
CA5626 MERCEDEZ BENZ 1620 ULTI,1 1CA-5626,,50951.49,unidad,FRAM,BERAL SRL
CA5626PU VOLKSWAGEN CAMION,1 1CA-5626PU,,36245.09,unidad,FRAM,BERAL SRL
CA5626SY MERCEDEZ BENZ 1620 UL,1 1CA-5626SY,,28166.77,unidad,FRAM,BERAL SRL
CA5626SYPU VOLKSWAGEN CAMION,1 1CA-5626SYPU,,23936.52,unidad,FRAM,BERAL SRL
CA5627 FIAT PALIO SIENA,1 2CA-5627,,4892.54,unidad,FRAM,BERAL SRL
CA5630A FIAT MAREA NAFTA BRAVO,1 2CA-5630A,,5623.8,unidad,FRAM,BERAL SRL
"CA5641 BMW 318 iS, Ti, Z3 1,9",1 2CA-5641,,12983.94,unidad,FRAM,BERAL SRL
CA5657 ROVER 220 420 216 620,1 2CA-5657,,10680.34,unidad,FRAM,BERAL SRL
CA5668 FILTRO AIRE PANEL,1 2CA-5668,,27654.8,unidad,FRAM,BERAL SRL
CA5671 MERCEDEZ BENZ MD 180 D,1 1CA-5671,,21151.26,unidad,FRAM,BERAL SRL
CA5673 RENAULT LAGUNA 16 V,1 2CA-5673,,6975.33,unidad,FRAM,BERAL SRL
CA5674 FIAT AGRI 115.9 100.9,1 1CA5674,,13279.36,unidad,FRAM,BERAL SRL
"CA5677 FIAT DUNA SX,FIORINO",1 2CA-5677,,7539.06,unidad,FRAM,BERAL SRL
CA5678 PEUGEOT 106,1 1CA-5678,,14296.49,unidad,FRAM,BERAL SRL
CA5680 CHEVROLET VECTRA,1 2CA-5680,,7748.48,unidad,FRAM,BERAL SRL
"CA5682 FORD FIESTA 1,2 Y 1,3,1",1 2CA-5682,,6125.49,unidad,FRAM,BERAL SRL
CA5682D FORD FIESTA DIESEL,1 2CA-5682D,,5916.07,unidad,FRAM,BERAL SRL
CA5699 Iveco Stralis TAPA CHAP,1 1CA-5699,,34501.68,unidad,FRAM,BERAL SRL
CA5716 BWM 318 TDs Compaq.,1 2CA-5716,,20156.52,unidad,FRAM,BERAL SRL
CA5718 FIAT MAREA,1 2CA-5718,,7329.64,unidad,FRAM,BERAL SRL
CA5760 SCANIA P-94,1 1CA-5760,,58846.56,unidad,FRAM,BERAL SRL
CA5776  PEUGEOT 106,1 1CA-5776,,9162.05,unidad,FRAM,BERAL SRL
CA5781 VOLKSWAGEN TRANSPORTER,1 2CA-5781,,19266.49,unidad,FRAM,BERAL SRL
CA5785 MAZDA PICK UP 2500,1 1CA5785,,15772.12,unidad,FRAM,BERAL SRL
CA5787 IVECO DAILY,1 2CA-5787,,28998.21,unidad,FRAM,BERAL SRL
CA5826 MERCEDEZ VITO / VIANO,1 2CA5826,,19224.61,unidad,FRAM,BERAL SRL
CA5827 VW GOLF IV TDi GTD 99-,1 2CA5827,,9386.13,unidad,FRAM,BERAL SRL
CA5830 BMW 525 TURBODIESEL TOU,1 2CA-5830,,20837.13,unidad,FRAM,BERAL SRL
CA5837 FORD KA,1 2CA-5837,,8114.96,unidad,FRAM,BERAL SRL
CA5854 CHEVROLET VECTRA,1 2CA-5854,,12497.04,unidad,FRAM,BERAL SRL
CA5860 FORD TRANSIT 2.5 TD,1 2CA-5860,,9580.89,unidad,FRAM,BERAL SRL
CA5901 MITSUBISHI L300 MONTERO,1 1CA-5901,,23664.28,unidad,FRAM,BERAL SRL
CA5929 FORD FOCUS DIESEL,1 2CA-5929,,7746.39,unidad,FRAM,BERAL SRL
CA5930 NISSAN TERRANO II TD,1 1CA-5930,,16470.76,unidad,FRAM,BERAL SRL
CA5941 RENAULT KANGOO,1 2CA-5941,,11478.22,unidad,FRAM,BERAL SRL
CA5944 DAEWOO LANOS S SE 1.5L,1 2CA-5944,,9130.36,unidad,FRAM,BERAL SRL
CA5945 DAEWO LEGANZA NUBIRA,1 2CA-5945,,11099.17,unidad,FRAM,BERAL SRL
CA5961 PICK UP S-10 BLAZER,1 1CA-5961,,15088.59,unidad,FRAM,BERAL SRL
CA5967 TOYOTA HILUX 3.0 SW4,1 1CA-5967,,33873.42,unidad,FRAM,BERAL SRL
CA5970 CHEVROLET ASTRA 2.0L,1 2CA-5970,,9580.89,unidad,FRAM,BERAL SRL
CA5971 FORD 14000 CON MOTOR CU,1 1CA-5971,,32773.98,unidad,FRAM,BERAL SRL
CA5971SY FORD 14000 CON MOTOR,1 1CA-5971SY,,28899.74,unidad,FRAM,BERAL SRL
CA5981 SUZUKI FUN 1.0L,1 2CA-5981,,5277.34,unidad,FRAM,BERAL SRL
CA5999 Renault Premium (camión,1 1CA-5999,,86637.8,unidad,FRAM,BERAL SRL
CA5999 SY Renault Premium,1 1CA-5999SY,,24176.74,unidad,FRAM,BERAL SRL
CA6308 ROVER SI CON MOTOR HOND,1 1CA-6308,,31936.3,unidad,FRAM,BERAL SRL
CA6324 CHAMPION,1 1CA-6324,,75757.1,unidad,FRAM,BERAL SRL
CA6362 HYUNDAY ELANTRA-SONATA,1 1CA-6362,,19404.57,unidad,FRAM,BERAL SRL
CA6366 FORD PICK UP F-100 AMER,1 2CA-6366,,11832.14,unidad,FRAM,BERAL SRL
"CA6377 SUZUKI SWIFT 1,3",1 2CA-6377,,23295.28,unidad,FRAM,BERAL SRL
CA6381 MAZDA RX7,1 2CA-6381,,11522.91,unidad,FRAM,BERAL SRL
CA6395 TOYOTA CELICA,1 2CA-6395,,9999.73,unidad,FRAM,BERAL SRL
CA6544 TOYOTA COROLLA Y LIFTB,1 1CA-6544,,13168.78,unidad,FRAM,BERAL SRL
CA6545 VW PASSAT TODOS,1 2CA-6545,,6596.68,unidad,FRAM,BERAL SRL
CA6558 MAZDA MPV AIRE,1 2CA-6558,,8114.96,unidad,FRAM,BERAL SRL
CA6604SY TRACTOR JOHN DEERE,1 1CA-6604SY,,38532.98,unidad,FRAM,BERAL SRL
CA6690 TOYOTA PREVIA MAZDA 929,1 2CA-6690,,10680.34,unidad,FRAM,BERAL SRL
CA6807 ROVER 620 HONDA ACCORD,1 2CA-6807,,17486.43,unidad,FRAM,BERAL SRL
CA6828 MAZDA MIATA MX5,1 2CA-6828,,9651.03,unidad,FRAM,BERAL SRL
CA6856 THERMO KING,1 1CA-6856,,61378.99,unidad,FRAM,BERAL SRL
CA6900 NISSAN 300ZX 3.0L V6 24,1 2CA-6900,,18487.56,unidad,FRAM,BERAL SRL
CA6939 SUZUKI VITARA,1 1CA-6939,,15718.71,unidad,FRAM,BERAL SRL
CA7139 CATERPILLAR CHEVROLET,1 1CA-7139,,56857.09,unidad,FRAM,BERAL SRL
CA7139SY CATERPILLAR CHEVROLET,1 1CA-7139 SY,,42826.06,unidad,FRAM,BERAL SRL
CA7142 MITSUBISHI 3000 GT VR6,1 2CA-7142,,12041.56,unidad,FRAM,BERAL SRL
CA7174 HONDA CIVIC,1 2CA-7174,,25800.34,unidad,FRAM,BERAL SRL
CA7178 PALA MICHIGAN,1 1CA-7178,,68479.66,unidad,FRAM,BERAL SRL
CA7203 CASE IHC,1 1CA-7203,,85076.22,unidad,FRAM,BERAL SRL
CA7284 HONDA ACCORD SPACE WAGO,1 2CA-7284,,9737.95,unidad,FRAM,BERAL SRL
CA7344 MITSUBISHI ECLIPSE,1 2CA7344,,9162.05,unidad,FRAM,BERAL SRL
CA7351 TOYOTA CAMRY,1 2CA-7351,,9057.34,unidad,FRAM,BERAL SRL
CA7368 MAZDA MX3,1 2CA-7368,,26491.42,unidad,FRAM,BERAL SRL
CA7414 CHRYSLER INTREPID V6,1 2CA-7414,,11989.2,unidad,FRAM,BERAL SRL
CA7417 HONDA PASSPORT ISUZU TR,1 2CA-7417,,16177.57,unidad,FRAM,BERAL SRL
"CA7420 HONDA ACCORD 2,0-2,2",1 2CA-7420,,11884.49,unidad,FRAM,BERAL SRL
CA7421 CHEVROLET S-10,1 2CA-7421,,13245.71,unidad,FRAM,BERAL SRL
CA7431 VW GOLF NAFTERO,1 2CA-7431,,11229.66,unidad,FRAM,BERAL SRL
"CA7432 CRYSLER STRATUS 2,5 V6",1 2CA-7432,,11779.78,unidad,FRAM,BERAL SRL
"CA7438 Ford F-100, 350, 450 V8",1 2CA-7438,,17852.92,unidad,FRAM,BERAL SRL
CA7440 CHRYSLER YEEP CHEROKKE,1 2CA-7440,,20261.23,unidad,FRAM,BERAL SRL
CA7444 JOHN DEERE TRACTORES,1 1CA-7444,,76699.48,unidad,FRAM,BERAL SRL
CA7444SY JOHN DEERE TRACTORES,1 1CA-7444SY,,23350.15,unidad,FRAM,BERAL SRL
CA7487 CATERPILLAR,1 1CA-7487,,40256.36,unidad,FRAM,BERAL SRL
CA7487SY CATERPILLAR,1 1CA-7487SY,,40502.26,unidad,FRAM,BERAL SRL
"CA7597 CHEVROLET LUMINA 3,4 L",1 2CA-7597,,10366.21,unidad,FRAM,BERAL SRL
CA7617 SUZUKI SIDEKIK 16 V,1 2CA-7617,,10994.46,unidad,FRAM,BERAL SRL
CA7737 MONDEO V6 NAFTA,1 2CA-7737,,10889.76,unidad,FRAM,BERAL SRL
CA7764 HONDA CIVIC 1.6 CR-V SP,1 2CA-7764,,24168.29,unidad,FRAM,BERAL SRL
CA7774 FORD RANGER Y EXPLORER,1 1CA-7774,,13036.29,unidad,FRAM,BERAL SRL
"CA7775 HYUNDAY ACCENT 1,5",1 2CA-7775,,19632.97,unidad,FRAM,BERAL SRL
"CA8039 FORD F-150, F-250, Supe",1 1CA-8039,,16648.76,unidad,FRAM,BERAL SRL
CA8040 HONDA CIVIC LX,1 2CA-8040,,13193.36,unidad,FRAM,BERAL SRL
CA8052 SUZUKI BALENO 1.3 1.6,1 2CA-8052,,8974.54,unidad,FRAM,BERAL SRL
CA8067 ISUZU AMIGO-RODEO V6,1 2CA-8067,,10575.63,unidad,FRAM,BERAL SRL
CA8069 CHEVROLET GRAND VITARA,1 2CA-8069,,11936.85,unidad,FRAM,BERAL SRL
CA8141 FORD EXPLORER V6 V8 5L,1 1CA-8141,,14188.1,unidad,FRAM,BERAL SRL
CA8162 HYUNDAI ELANTRA 1.8 --9,1 2CA-8162,,13673.28,unidad,FRAM,BERAL SRL
CA8208 MITSUBISHI LANCER GLXi,1 2CA-8208,,16125.22,unidad,FRAM,BERAL SRL
CA8243D FORD RANGER,1 2CA-8243D,,12408.04,unidad,FRAM,BERAL SRL
CA8295 Land Rover Freelander.,1 2CA-8295,,25525.59,unidad,FRAM,BERAL SRL
CA8602 AUDI TT QUATRO,1 2CA-8602,,12931.58,unidad,FRAM,BERAL SRL
"CA8666 RENAULT,Camiones Magnum",1 1CA-8666,,36004.83,unidad,FRAM,BERAL SRL
CA8668 MERCEDEZ BENZ SPRINTER,1 2CA-8668,,19790.04,unidad,FRAM,BERAL SRL
CA8674 PEUGEOT 206 1.6 L NAFTA,1 2CA-8674,,6544.32,unidad,FRAM,BERAL SRL
CA8675 PEUGEOT 206 DIESEL,1 2CA-8675,,7382,unidad,FRAM,BERAL SRL
CA8675D PEUGEOT 206 DIESEL,1 2CA-8675D,,10889.76,unidad,FRAM,BERAL SRL
CA8730 DAEWOO Nubira,1 2CA-8730,,18260.66,unidad,FRAM,BERAL SRL
CA8734 HYNDAI ATOS,1 2CA-8734,,12209.09,unidad,FRAM,BERAL SRL
CA8736 FORD KA MIL MOTOR 50HC,1 2CA-8736,,8795.57,unidad,FRAM,BERAL SRL
CA8737 Caterpillar,1 1CA-8737,,37429.22,unidad,FRAM,BERAL SRL
CA8737SY Caterpillar,1 1CA-8737SY,,33758.97,unidad,FRAM,BERAL SRL
CA8747 CHRYSLER PT CRUISER 9/0,1 2CA-8747,,12303.33,unidad,FRAM,BERAL SRL
CA8748 PEUGEOT 306 TURBO DIESE,1 2CA-8748,,14031.03,unidad,FRAM,BERAL SRL
"CA8766 HYUNDAI SONATA 2,5 V6 E",1 2CA-8766,,12128.47,unidad,FRAM,BERAL SRL
CA8768 MERCEDEZ BENZ CLASE C,1 2CA-8768,,28672.52,unidad,FRAM,BERAL SRL
CA8772 HIUNDAY GALOPER,1 1CA-8772,,20418.29,unidad,FRAM,BERAL SRL
CA8774 RENAULT TWINGO MULTI,1 1CA-8774,,8586.15,unidad,FRAM,BERAL SRL
CA8786 RENAULT LAGUNA 1.9 TDI,1 2CA-8786,,11832.14,unidad,FRAM,BERAL SRL
CA8789 MERCEDES BENZ CLASE A,1 2CA-8789,,14449.87,unidad,FRAM,BERAL SRL
CA8797 DAEWOO MATIZ,1 1CA-8797,,9547.86,unidad,FRAM,BERAL SRL
CA8805 CRYSLER NEON 2000,1 1CA-8805,,28847.38,unidad,FRAM,BERAL SRL
CA8812 ALFA ROMEO 145 146 NAFT,1 2CA-8812,,11858.32,unidad,FRAM,BERAL SRL
CA8817 JEEP CHEROKEE LIBERTY,1 2CA-8817,,17015.24,unidad,FRAM,BERAL SRL
CA8821 RENAULT MASTER DIESEL,1 2CA-8821,,12826.88,unidad,FRAM,BERAL SRL
CA8847 CLIO II 1.5L DCi TD,1 2CA-8847,,7486.71,unidad,FRAM,BERAL SRL
CA8858 CRYSLER NEON 2000,1 2CA-8858,,8668.98,unidad,FRAM,BERAL SRL
"CA8887 VW Passat Tdi, Audi A-6",1 1CA-8887,,12617.46,unidad,FRAM,BERAL SRL
CA8911 Honda Civic 1.7 16V.,1 2CA-8911,,17695.85,unidad,FRAM,BERAL SRL
CA8919 TRANSIT TDI 2.4L,1 2CA-8919,,9476.18,unidad,FRAM,BERAL SRL
CA8963 PEUGEOT 306 CITROEN XSA,1 2CA-8963,,11046.82,unidad,FRAM,BERAL SRL
CA8964 RENAULT LAGUNA II CLIO,1 2CA-8964,,6558.98,unidad,FRAM,BERAL SRL
CA8970 Hyundai Accent 1.6L.,1 2CA-8970,,15130.48,unidad,FRAM,BERAL SRL
CA8995 SEAT CORDOBA DIESEL,1 2CA-8995,,10366.21,unidad,FRAM,BERAL SRL
CA8996 MASTER 2.8 TD,1 2CA-8996,,12617.46,unidad,FRAM,BERAL SRL
CA8997 FORD ESCAPE,1 2CA-8997,,11727.43,unidad,FRAM,BERAL SRL
CA9002 SY VALTRA TRACTORES,1 1CA-9002SY,,55234.1,unidad,FRAM,BERAL SRL
CA9002 VALTRA TRACTORES,1 1CA-9002,,73662.91,unidad,FRAM,BERAL SRL
CA9003 NISSAN FRONTIER 2.8,1 1CA-9003,,16227.83,unidad,FRAM,BERAL SRL
