name,sku,description,unit_price,unit,brand,supplier_name
"CA9007 BMW X3, Serie 300, 500,",1 1CA-9007,,21360.67,unidad,FRAM,BERAL SRL
CA9017 DAIHATSU SIRION,1 2CA9017,,15706.38,unidad,FRAM,BERAL SRL
CA9021 MAZDA PICK UP B-2500 DD,1 2CA-9021,,12931.58,unidad,FRAM,BERAL SRL
"CA9022 VW Sharan, Seat Alhambr",1 2CA-9022,,17538.79,unidad,FRAM,BERAL SRL
CA9032 MERCEDES BENZ OMNIBUS O,1 1CA-9032,,42826.06,unidad,FRAM,BERAL SRL
CA9032SY MERCEDES BENZ OMNIBUS,1 1CA-9032SY,,24313.47,unidad,FRAM,BERAL SRL
CA9033 MERCEDES BENZ 712 914,1 1CA-9033,,27119.68,unidad,FRAM,BERAL SRL
CA9033SY MERCEDES BENZ 712 914,1 1CA-9033SY,,22041.28,unidad,FRAM,BERAL SRL
CA9045 SCANIA ALTO,1 1CA-9045,,67725.9,unidad,FRAM,BERAL SRL
CA9045SY SCANIA ALTO,1 1CA-9045SY,,23748.04,unidad,FRAM,BERAL SRL
"CA9048SY RENAULT,Camiones Magn",1 1CA-9048SY,,22198.35,unidad,FRAM,BERAL SRL
CA9054 CRYSLER CARAVAN,1 2CA-9054,,16062.39,unidad,FRAM,BERAL SRL
CA9074 RENAULT CLIO SERIE II,1 1CA9074,,11633.19,unidad,FRAM,BERAL SRL
CA9078 RENAULT KANGOO 1.9LD,1 2CA-9078,,7905.54,unidad,FRAM,BERAL SRL
CA9080 PEUGEOT 307 DIESEL,1 2CA-9080,,10538.98,unidad,FRAM,BERAL SRL
CA9082 PEUGEOT 307 NAFTA,1 2CA-9082,,8586.15,unidad,FRAM,BERAL SRL
"CA9096-2 Seat Ibisa III 1,4 i",1 2CA-9096-2,,10785.05,unidad,FRAM,BERAL SRL
CA9097 RENAULT LAGUNA II RXT 3,1 2CA-9097,,15915.8,unidad,FRAM,BERAL SRL
CA9098 RENAULT CLIO II MEGANE,1 2CA-9098,,6963.16,unidad,FRAM,BERAL SRL
CA9113 SUBARU LEGACY IMPROTA,1 2CA-9113,,13298.07,unidad,FRAM,BERAL SRL
"CA9126 MONDEO 2,0L, 4 Ci  02/0",1 2CA-9126,,12502.27,unidad,FRAM,BERAL SRL
CA9230 ALFA ROMEO 156,1 1CA-9230,,13245.71,unidad,FRAM,BERAL SRL
CA9231 FIAT DUCATTO,1 1CA-9231,,17641.4,unidad,FRAM,BERAL SRL
CA9283 FORD RANGER 2001--->,1 1CA-9283,,25512.39,unidad,FRAM,BERAL SRL
CA9284 CLIO II 2.0 16V,1 2CA-9284,,12242.14,unidad,FRAM,BERAL SRL
CA9290 VOLKSWAGEN GOL MOTOR 10,1 2CA-9290,,6858.45,unidad,FRAM,BERAL SRL
CA9315 BERLINGO 1.4 1.6 1.9 C3,1 2CA-9315,,7827.01,unidad,FRAM,BERAL SRL
"CA9328 FIAT STILO  1,9 L  JTD",1 2CA-9328,,5916.07,unidad,FRAM,BERAL SRL
CA9329 A1115 Fiat 500L y Doblo,1 2CA-9329,,6806.1,unidad,FRAM,BERAL SRL
"CA9352 Agrale. Deutz, Massey F",1 1CA-9352,,34396.97,unidad,FRAM,BERAL SRL
CA9352SY DEUTZ AGRALE 7.5T 8.5,1 1CA-9352SY,,32826.33,unidad,FRAM,BERAL SRL
CA9355 SCANIA 124 P-94,1 1CA-9355,,59055.98,unidad,FRAM,BERAL SRL
"CA9355SY SCANIA F94,G380,G420,",1 1CA-9355SY,,33506.94,unidad,FRAM,BERAL SRL
CA9361 HONDA PILOT 3.5L V6 24V,1 2CA-9361,,24332.61,unidad,FRAM,BERAL SRL
CA9367 MITSUBISHI MONTERO V6-,1 2CA-9367,,12451.29,unidad,FRAM,BERAL SRL
CA9369 FORD CARGO C1416,1 1CA-9369,,31150.98,unidad,FRAM,BERAL SRL
CA9380SY SCANIA 124 OMNIBUS,1 1CA-9380SY,,40621.23,unidad,FRAM,BERAL SRL
CA9385 FORD COURRIER CA5682D C,1 2CA-9385,,5834.38,unidad,FRAM,BERAL SRL
CA9388 ATEGO 1315  OM904LA,1 1CA-9388,,117274.29,unidad,FRAM,BERAL SRL
CA9391 CHEVROLET MERIVA GL GLS,1 2CA-9391,,9046.87,unidad,FRAM,BERAL SRL
CA9393 TOYOTA HILUX,1 1CA-9393,,33140.46,unidad,FRAM,BERAL SRL
CA9409 AUDI A4 1.6 1.8 1.9 TDI,1 2CA-9409,,18742.94,unidad,FRAM,BERAL SRL
CA9410 GOL TREND SURAN FOX,1 2CA-9410,,7465.77,unidad,FRAM,BERAL SRL
CA9411 RENAULT CLIO TWINGO 1.2,1 2CA-9411,,5428.12,unidad,FRAM,BERAL SRL
CA-9419 SCANIA SERIE 4,1 1CA-9419,,69631.61,unidad,FRAM,BERAL SRL
CA9419SY SCANIA SERIE 4,1 1CA-9419SY,,39789.49,unidad,FRAM,BERAL SRL
CA9424 VW BORA (CA5827 PREF),1 2CA-9424,,9842.66,unidad,FRAM,BERAL SRL
"CA9431 VW SURAN 1,9 Sdi (64cv)",1 2CA-9431,,9214.41,unidad,FRAM,BERAL SRL
CA9435 BMW Mini Cooper 1.6L 16,1 2CA-9435,,11989.2,unidad,FRAM,BERAL SRL
"CA9441 Hyundai Santa Fe 2.4L,",1 2CA-9441,,20575.36,unidad,FRAM,BERAL SRL
CA9475 NISSAN PICK UP D/C,1 1CA-9475,,12397.9,unidad,FRAM,BERAL SRL
CA9477 RENAULT LAGUNA II 1.9,1 2CA-9477,,6932.73,unidad,FRAM,BERAL SRL
CA9482 TOYOTA COROLLA 16V,1 2CA-9482,,12198.62,unidad,FRAM,BERAL SRL
CA9492 MAZDA RX7,1 2CA-9492,,11586.82,unidad,FRAM,BERAL SRL
CA9493 HONDA CIVIC2.0 16V CRV,1 1CA-9493,,24920.79,unidad,FRAM,BERAL SRL
CA9511 FORD ECO SPORT FIESTA 1,1 2CA-9511,,6738.04,unidad,FRAM,BERAL SRL
CA9519 VOLKSWAGEN FOX 1.6 GOLF,1 2CA-9519,,7689.84,unidad,FRAM,BERAL SRL
CA9525 KIA SORRENTO,1 2CA-9525,,14135.74,unidad,FRAM,BERAL SRL
"CA9560 Volvo FH12, NL 10, NL 1",1 1CA-9560,,188581.25,unidad,FRAM,BERAL SRL
CA9560SY VOLVO CAMION,1 1CA-9560SY,,37067.05,unidad,FRAM,BERAL SRL
CA9564 HONDA Accord 4-2.3L F/,1 2CA-9564,,15182.83,unidad,FRAM,BERAL SRL
CA9571 FIAT IVECO EUROCARGO,1 1CA-9571,,21046.55,unidad,FRAM,BERAL SRL
CA9572 FORD FIESTA 1.4 ECO SPO,1 2CA-9572,,10261.5,unidad,FRAM,BERAL SRL
CA9572D Citroen C3 HDI Diesel,1 2CA-9572D,,10627.98,unidad,FRAM,BERAL SRL
CA9589 Dodge Ram 2500.,1 1CA-9589,,33906.04,unidad,FRAM,BERAL SRL
CA9600 HONDA V6-3.0L F/inj. SO,1 2CA-9600,,18271.75,unidad,FRAM,BERAL SRL
CA9643 PEUGEOT CITROEN 2.0 HDi,1 2CA-9643,,12512.75,unidad,FRAM,BERAL SRL
CA9683 Toyota 4 RUNNER 4.0L V6,1 2CA-9683,,19318.85,unidad,FRAM,BERAL SRL
CA9711 VW VENTO 1.9 2.0 D,1 2CA-9711,,8984.05,unidad,FRAM,BERAL SRL
CA9728 SUZUKI JIMMY,1 2CA-9728,,16701.12,unidad,FRAM,BERAL SRL
CA9746 VALTRA TRACTORES,1 1CA-9746,,24426.56,unidad,FRAM,BERAL SRL
CA9746SY  VALTRA TRACTORES,1 1CA-9746SY,,26962.62,unidad,FRAM,BERAL SRL
CA9747 MERCEDES BENZ 1634,1 1CA-9747,,40470.1,unidad,FRAM,BERAL SRL
CA9747SY MERCEDES BENZ 1634,1 1CA-9747SY,,39789.49,unidad,FRAM,BERAL SRL
CA9754 MEGANE TRAPEZOIDAL,1 2CA-9754,,9214.41,unidad,FRAM,BERAL SRL
CA9764 PEUGEOT 307 1.6L HDi,1 2CA-9764,,9266.76,unidad,FRAM,BERAL SRL
CA9784- A1196  MEGANE 1.2 2.0,1 2CA-9784,,11618.97,unidad,FRAM,BERAL SRL
"CA9792 HYUNDAI  TERRACAN 2,9L",1 2CA-9792,,9790.31,unidad,FRAM,BERAL SRL
CA9800 AUDI A3,1 1CA-9800,,21831.87,unidad,FRAM,BERAL SRL
CA9806 MINI COOPER S.,1 2CA-9806,,7800.83,unidad,FRAM,BERAL SRL
CA9833 FORD ECO SPORT 2.0,1 2CA-9833,,9895.02,unidad,FRAM,BERAL SRL
CA9834 HONDA TITAN,1 1CA-9834,,4502.5,unidad,FRAM,BERAL SRL
CA9835 HONDA NX BROS125/150,1 2CA9835,,3088.92,unidad,FRAM,BERAL SRL
CA9849 TOYOTA COROLLA D 2.0,1 2CA-9849,,16711.59,unidad,FRAM,BERAL SRL
CA9902 GM AVEO 1.6L 16V DOHC,1 2CA-9902,,6053.62,unidad,FRAM,BERAL SRL
CA9937 RENAULT CLIO II 1.2 BR,1 2CA-9937,,7124.41,unidad,FRAM,BERAL SRL
CA9942 ALFA ROMEO MITO,1 2CA-9942,,12250.98,unidad,FRAM,BERAL SRL
"CA9945 Honda FIT 1,4 L",1 2CA-9945,,11046.82,unidad,FRAM,BERAL SRL
CA9951 BMW,1 1CA-9951,,15811.09,unidad,FRAM,BERAL SRL
CA9991-A1190 REN. MASTER 2.5,1 2CA-9991,,11832.14,unidad,FRAM,BERAL SRL
CAK2521 JOHN DEERE 2240-2440-P,1 1CAK-2521,,41726.61,unidad,FRAM,BERAL SRL
CAK253 MITSUBISHI L-300 Y L-20,1 1CAK-253,,25235.1,unidad,FRAM,BERAL SRL
CAK256 KUBOTA TRACTOR L-295,1 1CAK256,,36202,unidad,FRAM,BERAL SRL
CAK258 JOHN DEERE 330 4400 610,1 1CAK-258,,31007.9,unidad,FRAM,BERAL SRL
CAK4361 FIAT AGRI TRACTORES 78,1 1CAK-4361,,25419.02,unidad,FRAM,BERAL SRL
CAK508 JOHN DEERE 1430-2420-34,1 1CAK-508,,100798.66,unidad,FRAM,BERAL SRL
"CAK546 JOHN DEERE,MASSEY FERGU",1 1CAK-546,,79463.02,unidad,FRAM,BERAL SRL
CAK6604 TRACTOR JOHN DEERE,1 1CAK-6604,,63296.7,unidad,FRAM,BERAL SRL
CF10025 FIAT 500 1.4 MEX ITAL,1 4CF-10025,,11894.97,unidad,FRAM,BERAL SRL
CF10059 FORD FOCUS,1 4CF-10059,,8429.09,unidad,FRAM,BERAL SRL
CF10062 HONDA NEW CIVIC,1 4CF-10062,,8167.32,unidad,FRAM,BERAL SRL
CF10073 HONDA FIT,1 4CF-10073,,6701.39,unidad,FRAM,BERAL SRL
CF10113 CHEVROLET MERIVA,1 4CF10113,,9004.99,unidad,FRAM,BERAL SRL
CF10135 Honda CR-V 2.4L 16V V-,1 4CF10135,,8794.51,unidad,FRAM,BERAL SRL
CF10204-2-  DS3-PEUG 308 GTI,1 4CF-10204-2,,9041.64,unidad,FRAM,BERAL SRL
CF10209-2 AUDI A6,1 4CF-10209-2,,6649.03,unidad,FRAM,BERAL SRL
CF10210 HYUNDAI TUCSON DESDE 2,1 4CF-10210,,7591.42,unidad,FRAM,BERAL SRL
CF10285 TOYOTA SW4,1 4CF-10285,,7224.93,unidad,FRAM,BERAL SRL
CF10363 Jeep Grand Cherokee I,1 4CF-10363,,12303.33,unidad,FRAM,BERAL SRL
CF10381 HYUNDAI SANTA FE MODEL,1 4CF-10381,,5916.07,unidad,FRAM,BERAL SRL
CF10436 MB CU3569,1 4CF-10436,,18931.42,unidad,FRAM,BERAL SRL
CF10457 AUDI A3,1 4CF-10457,,11685.55,unidad,FRAM,BERAL SRL
CF10471 HYUNDAI I-30,1 4CF-10471,,5706.65,unidad,FRAM,BERAL SRL
CF10546 CHEVROLET AVEO,1 4CFA-10546,,27806.04,unidad,FRAM,BERAL SRL
CF10569 ECOSPORT KD,1 4CF-10569,,7120.22,unidad,FRAM,BERAL SRL
CF10597 IVECO DAYLI,1 4CF-10597,,11570.37,unidad,FRAM,BERAL SRL
CF10774 GM AVEO CRUZE,1 4CF-10774,,12128.47,unidad,FRAM,BERAL SRL
CF10829 FIAT PUNTO 5P,1 4CF-10829,,6491.97,unidad,FRAM,BERAL SRL
CF10829-2 FIAT PUNTO 5P 42 PLI,1 4CF-10829-2,,6177.84,unidad,FRAM,BERAL SRL
CF10843 HONDA CITY TODOS,1 4CF-10843,,7853.19,unidad,FRAM,BERAL SRL
CF10883 RENAULT MEGANE 1.6,1 4CF-10883,,4669.72,unidad,FRAM,BERAL SRL
CF10892 TOYOTA HILUX 2005--,1 4CF-10892,,5811.36,unidad,FRAM,BERAL SRL
CF10893 FIAT PALIO - SIENA FAS,1 4CF-10893,,5026.04,unidad,FRAM,BERAL SRL
CF10895 SUZUKI FUN,1 4CF-10895,,8010.25,unidad,FRAM,BERAL SRL
CF10896 HYUNDAI SANTA FE MODE,1 4CF-10896,,7434.35,unidad,FRAM,BERAL SRL
CF10898 GM CHEV CORSA,1 4CF-10898,,7224.93,unidad,FRAM,BERAL SRL
CF10899 HYUNDAI TUCSON,1 4CF-10899,,6020.78,unidad,FRAM,BERAL SRL
CF11019 ISUZU TROOPER,1 4CF-11019,,4711.91,unidad,FRAM,BERAL SRL
"CF11164 CABINA C3,C4,LINEA DS",1 4CF-11164,,6910.81,unidad,FRAM,BERAL SRL
CF11166 GM CAPTIVA,1 4CF-11166,,20418.29,unidad,FRAM,BERAL SRL
CF11414 GM SPARK I,1 4CF-11414,,9800.79,unidad,FRAM,BERAL SRL
CF11464 VW UP,1 4CF-11464,,8481.44,unidad,FRAM,BERAL SRL
CF11484 FORD TRANSIT,1 4CF-11484,,6701.39,unidad,FRAM,BERAL SRL
CF11486 VW TIGUAN 2.0,1 4CF-11486,,12879.23,unidad,FRAM,BERAL SRL
CF11548 FORD RANGER 2.2 3.2,1 4CF-11548,,6954.78,unidad,FRAM,BERAL SRL
CF11586 Renault Fluence 1.6 y,1 4CF-11586,,5811.36,unidad,FRAM,BERAL SRL
CF11686 RENAULT LOGAN SANDERO,1 4CF-11686,,4900.39,unidad,FRAM,BERAL SRL
CF11726 FIAT UNO SIENA PALIO,1 4CF-11726,,7696.13,unidad,FRAM,BERAL SRL
CF11819 CAPTIVA HYUNDAI KIA,1 4CF-11819,,31465.11,unidad,FRAM,BERAL SRL
CF12018 TOYOTA ETIOS,1 4CF-12018,,12931.58,unidad,FRAM,BERAL SRL
CF12145 TOYOTA HILUX,1 4CF-12145,,7237.5,unidad,FRAM,BERAL SRL
CF5475 CHEVROLET CORSA AIRE AC,1 4CF-5475,,5654.3,unidad,FRAM,BERAL SRL
CF5551 CITROEN BERLINGO XANTIA,1 4CF-5551,,8690.86,unidad,FRAM,BERAL SRL
CF5662 AUDI A4 1.8 20V TURBO,1 4CF-5662,,6334.91,unidad,FRAM,BERAL SRL
CF5663 SEAT CORDOBA POLO,1 4CF-5663,,6701.39,unidad,FRAM,BERAL SRL
CF5664 FORD MONDEO,1 4CF-5664,,9004.99,unidad,FRAM,BERAL SRL
CF5817 FORD FIESTA/FORD KA,1 4CF-5817,,8311.82,unidad,FRAM,BERAL SRL
CF5818 FIAT PUNTO,1 4CF5818,,6753.74,unidad,FRAM,BERAL SRL
CF5819 IVECO DALLY /,1 4CF-5819,,5340.17,unidad,FRAM,BERAL SRL
"CF5823 Alfa Romeo 145, 146, 15",1 4CF-5823,,6596.68,unidad,FRAM,BERAL SRL
CF5845 PEUGEOT 605,1 4CF-5845,,19818.66,unidad,FRAM,BERAL SRL
CF5846 PEUGEOT 406,1 4CF-5846,,7172.58,unidad,FRAM,BERAL SRL
CF5848 RENAULT LAGUNA,1 4CF-5848,,12231.11,unidad,FRAM,BERAL SRL
CF5849 RENAULT MEGANE 2.0 SCEN,1 4CF-5849,,6387.26,unidad,FRAM,BERAL SRL
CF5863 VECTRA TURBODIESEL,1 4CF-5863,,11392.35,unidad,FRAM,BERAL SRL
CF5864 PEUGEOT 405 CON A/AC,1 4CF-5864,,7158.34,unidad,FRAM,BERAL SRL
CF5865 HONDA CRV ROVER VARIOS,1 4CF-5865,,7172.58,unidad,FRAM,BERAL SRL
CF5892 VOLVO CAMION FM 12-340/,1 4CF-5892,,7486.71,unidad,FRAM,BERAL SRL
CF5893 Renault Megane Sportway,1 4CF-5893,,7109.13,unidad,FRAM,BERAL SRL
CF8331 FORD FOCUS DIESEL,1 4CF-8331,,7800.83,unidad,FRAM,BERAL SRL
CF8726 SUZUKI VITARA,1 4CF-8726,,7853.19,unidad,FRAM,BERAL SRL
CF8777 MERCEDES BENZ CLASE A,1 4CF-8777,,9077.06,unidad,FRAM,BERAL SRL
CF8799 RENAULT MEGANE SCENIC 2,1 4CF-8799,,6910.81,unidad,FRAM,BERAL SRL
CF8838 Renault Clio II.,1 4CF-8838,,6450.09,unidad,FRAM,BERAL SRL
CF8867 PEUGEOT 206,1 4CF-8867,,8533.8,unidad,FRAM,BERAL SRL
"CF8868 Chevrolet Vectra, Astra",1 4CF-8868,,6544.32,unidad,FRAM,BERAL SRL
CF8869 CHEVROLET/OPEL ASTRA,1 4CF-8869,,7539.06,unidad,FRAM,BERAL SRL
CF8890 DUCATTO DUSTER JUMPER,1 4CF-8890,,8062.61,unidad,FRAM,BERAL SRL
CF8989 PALIO SIENA,1 4CF-8989,,5654.3,unidad,FRAM,BERAL SRL
CF9034 FIAT PALIO SIENA,1 4CF-9034,,9947.37,unidad,FRAM,BERAL SRL
CF9051 Mercedes Benz Sprinter,1 4CF-9051,,7067.87,unidad,FRAM,BERAL SRL
CF9070 M. Benz Sprinter.,1 4CF-9070,,7957.9,unidad,FRAM,BERAL SRL
"CF9071 PEUGEOT 206 1,6 L Nafta",1 4CF-9071,,7446.52,unidad,FRAM,BERAL SRL
CF9084 VW GOL GLI SAVEIRO MPI,1 4CF-9084,,6649.03,unidad,FRAM,BERAL SRL
CF9293 Renault Megane II.,1 4CF-9293,,11308.6,unidad,FRAM,BERAL SRL
CF9294  CITROEN PICASSO,1 4CF-9294,,7643.77,unidad,FRAM,BERAL SRL
CF9323 VW FOX 1.3,1 4CF-9323,,5355.87,unidad,FRAM,BERAL SRL
CF9364 RENAULT LAGUNA II,1 4CF9364,,6439.62,unidad,FRAM,BERAL SRL
CF9398 PEUGEOT 307 CIT C3,1 4CF-9398,,6387.26,unidad,FRAM,BERAL SRL
CF9406 XSARA PICASSO AIRE ACC,1 4CF-9406,,6387.26,unidad,FRAM,BERAL SRL
CF9408 FIAT PUNTO 1.8 16V,1 4CF-9408,,7413.41,unidad,FRAM,BERAL SRL
CF9414 PASSAT,1 4CF-9414,,6533.85,unidad,FRAM,BERAL SRL
CF9466 AIRE CABINA TOYOTA,1 4CF-9466,,7413.41,unidad,FRAM,BERAL SRL
CF9485 FORD TRANSIT,1 4CF-9485,,19224.61,unidad,FRAM,BERAL SRL
CF9495 CHEVROLET CORSA,1 4CF-9495,,9963.08,unidad,FRAM,BERAL SRL
CF9579 VOLKSWAGEN TRANSPORTER,1 4CF-9579,,11413.3,unidad,FRAM,BERAL SRL
CF9645 Audi A4 y A6,1 4CF-9645,,7256.35,unidad,FRAM,BERAL SRL
CF9655 SCANIA SERIE 4 (94-164),1 4CF-9655,,22460.12,unidad,FRAM,BERAL SRL
CF9691 RENAULT DUSTER 1.6 2.0,1 4CF-9691,,8926.46,unidad,FRAM,BERAL SRL
CF9756 HYUNDAI SANTA FE,1 4CF-9756,,15246.17,unidad,FRAM,BERAL SRL
CF9788 IVECO STRALIS,1 4CF-9788,,7329.64,unidad,FRAM,BERAL SRL
"CF9878 ECO SPORT  1,4L  TDiese",1 4CF-9878,,7224.93,unidad,FRAM,BERAL SRL
"CF9881 Audi Q7, VW Amarok",1 4CF-9881,,6020.78,unidad,FRAM,BERAL SRL
CFA10411 HONDA CIVIC Y CRV,1 4CFA-10411,,14449.87,unidad,FRAM,BERAL SRL
CFA10436 MERCEDES SPRINTER C/A,1 4CFA-10436,,11465.66,unidad,FRAM,BERAL SRL
CFA10528 RENAULT KOLEOS,1 4CFA-10528,,7957.9,unidad,FRAM,BERAL SRL
CFA10529 CITROEN C5,1 4CFA-10529,,23412.97,unidad,FRAM,BERAL SRL
CFA10584 FORD S-MAX,1 4CFA-10584,,20779.55,unidad,FRAM,BERAL SRL
CFA10893 FIATPALIO - SIENA FAS,1 4CFA-10893,,7853.19,unidad,FRAM,BERAL SRL
CFA11662 FIAT TORO,1 4CF-11662,,8167.32,unidad,FRAM,BERAL SRL
CFA11686 RENAYLT LOGAN SANDERO,1 4CFA-11686,,16491.7,unidad,FRAM,BERAL SRL
CFA11739 GM SPARK II,1 4CFA-11739,,12774.52,unidad,FRAM,BERAL SRL
CFA8838 Renault Clio II.,1 4CFA-8838,,6896.04,unidad,FRAM,BERAL SRL
CFA9533 FIAT Stilo 16V 1.9D,1 4CFA-9533,,15843.02,unidad,FRAM,BERAL SRL
CFA9534 Ford Mondeo.,1 4CFA-9534,,7591.42,unidad,FRAM,BERAL SRL
CFA9587 Peugeot 307 (todos),1 4CFA-9587,,10858.53,unidad,FRAM,BERAL SRL
CFA9691 RENAULT DUSTER 1.6 2.0,1 4CFA-9691,,14188.1,unidad,FRAM,BERAL SRL
CFA9921 AUDI A3,1 4CFA-9921,,12669.81,unidad,FRAM,BERAL SRL
CG8673 RENAULT CLIO EXPRESS,1 6CG-8673,,9153.32,unidad,FRAM,BERAL SRL
CG8953 CITROEN XZARA PICASSO D,1 6CG-8953,,9162.05,unidad,FRAM,BERAL SRL
CH10047ECO Fiat Punto 1.3L Mul,1 7CH-10047ECO,,8900.28,unidad,FRAM,BERAL SRL
"CH10075 BMW series 100, 300, 5",1 7CH-10075,,12523.22,unidad,FRAM,BERAL SRL
CH10090 FORD RANGER 3.0 TDi,1 8CH-10090,,10856.25,unidad,FRAM,BERAL SRL
"CH10160 Audi A4 3,2 L V6 24V ;",1 7CH-10160,,14659.28,unidad,FRAM,BERAL SRL
"CH10197 AUDI  A4,A5,A6, A8,Q7",1 7CH-10197ECO,,23036.02,unidad,FRAM,BERAL SRL
CH10246 RV CHEVROLET CRUZE 1.8,1 7CH-10246 RV,,8255.27,unidad,FRAM,BERAL SRL
CH10323 MB CHRYSLER,1 7CH-10323,,9685.6,unidad,FRAM,BERAL SRL
CH10358 RV TOYOTA COROLLA 1.8,1 7CH-10358 RV,,5816.6,unidad,FRAM,BERAL SRL
CH10532 =L399 CHEVR. CAPTIVA,1 7CH-10532,,13769.26,unidad,FRAM,BERAL SRL
CH10623 ALFA ROMEO VITO,1 7CH-10623,,10020.67,unidad,FRAM,BERAL SRL
CH10636 VW/AUDI 3.0 TDi V6,1 7CH-10636,,45024.95,unidad,FRAM,BERAL SRL
CH10660 MBW 100 300 X1 X3 X6,1 7CH-10660,,26543.78,unidad,FRAM,BERAL SRL
CH10759 L418 VOLKSWAGEN AMAROK,1 7CH-10759ECO,,9386.13,unidad,FRAM,BERAL SRL
CH11060 MERCEDES BENZ,1 7CH-11060,,11675.07,unidad,FRAM,BERAL SRL
CH11079ECO VW AUDI V8,1 7CH-11079ECO,,52721.08,unidad,FRAM,BERAL SRL
CH11120 FIAT TORO JEEPRENEGADE,1 7CH-11120,,11622.72,unidad,FRAM,BERAL SRL
CH11208 L470 RV  MASTER 2012,1 7CH-11208ECO,,8408.15,unidad,FRAM,BERAL SRL
CH11217 BMW 116D 118 D 120D,1 7CH-11217,,28742.67,unidad,FRAM,BERAL SRL
CH11299ECO GM CAPTIVA CRVAE,1 7CH-11299ECO,,13769.26,unidad,FRAM,BERAL SRL
CH11473 MB C200/A200,1 7CH-11473,,18271.75,unidad,FRAM,BERAL SRL
CH11475 SPRINTER CDI MOT.0M651,1 7CH-11475,,7486.71,unidad,FRAM,BERAL SRL
CH11498ECO VW 2.0 AUDI FSI,1 7CH-11498ECO,,8984.07,unidad,FRAM,BERAL SRL
CH11665 CHEROKEE JEEP WRANGLER,1 7CH-11665,,11989.2,unidad,FRAM,BERAL SRL
CH11673 RANGER MOT.2.2 3.2TDCI,1 8CH-11673,,5931.78,unidad,FRAM,BERAL SRL
CH11724 GM S10 2013--->,1 7CH-11724,,12381.86,unidad,FRAM,BERAL SRL
CH12176 VW AMAROK 2017 >,1 7CH-12176,,9319.12,unidad,FRAM,BERAL SRL
CH12246 GM SONIC,1 7CH-12246,,9057.34,unidad,FRAM,BERAL SRL
CH12519 IVECO 2996570,1 7CH-12519,,29370.93,unidad,FRAM,BERAL SRL
CH191APL CATERPILLAR CLARK,1 7CH-191APL,,22930.46,unidad,FRAM,BERAL SRL
"CH2801 MERCEDEZ BENZ L-710,LO-",1 7CH-2801,,9099.23,unidad,FRAM,BERAL SRL
"CH2927A MERCEDEZ BENZ 1517,151",1 7CH-2927A,,12948.34,unidad,FRAM,BERAL SRL
CH2930  MB-180 DIESEL,1 7CH-2930,,23036.02,unidad,FRAM,BERAL SRL
CH2962 MERCEDEZ BENZ 1935-1938,1 7CH-2962,,22344.94,unidad,FRAM,BERAL SRL
CH2963 MERCEDEZ BENZ 1633,1 7CH-2963,,20156.52,unidad,FRAM,BERAL SRL
"CH2989 MERCEDEZ BENZ 1419,1521",1 7CH-2989,,14397.51,unidad,FRAM,BERAL SRL
CH33PL FIAT CAMIONES 619 HASTA,1 7CH-33PL,,13455.13,unidad,FRAM,BERAL SRL
CH4536 S´SANGYOUNG,1 7CH-4536,,14973.41,unidad,FRAM,BERAL SRL
"CH4747 M. Benz 190, 190 E.",1 7CH-4747,,6439.62,unidad,FRAM,BERAL SRL
"CH5151 BMW 316, 518.",1 7CH-5151,,14570.28,unidad,FRAM,BERAL SRL
"CH5262 MERCEDEZ BENZ 1215,1316",1 7CH-5262,,10366.21,unidad,FRAM,BERAL SRL
CH5320 CH-5320 BMW M3 3.2L Z3.,1 7CH5320,,12303.33,unidad,FRAM,BERAL SRL
CH56 (Baldwin PT 117).,1 7CH-56,,76105.38,unidad,FRAM,BERAL SRL
CH5640 CH-5640 MB VITO 2.3 VIA,1 7CH5640,,14764,unidad,FRAM,BERAL SRL
CH5644 BMW 318 TDs compaq.,1 7CH-5644,,16596.41,unidad,FRAM,BERAL SRL
CH5933 MERCEDES BENZ 1938 Elec,1 7CH-5933,,80835.49,unidad,FRAM,BERAL SRL
"CH5979 BMW 325, 525, 725.",1 7CH-5979,,8586.15,unidad,FRAM,BERAL SRL
CH5993 CHEVROLET VECTRA TURBO,1 7CH-5993,,7591.42,unidad,FRAM,BERAL SRL
CH6005 FILTRO ACEITE MOTO,1 7CH-6005,,8376.74,unidad,FRAM,BERAL SRL
CH6012 FILTRO ACEITE MOTO,1 7CH-6012,,7591.42,unidad,FRAM,BERAL SRL
CH6015 FILTRO ACEITE HONDA,1 7CH-6015,,9057.34,unidad,FRAM,BERAL SRL
CH6070 MOTO KAWASAKI,1 7CH-6070,,5916.07,unidad,FRAM,BERAL SRL
CH6097  ACEITE YAMAHA YFZ450,1 7CH-6097 RV,,10104.44,unidad,FRAM,BERAL SRL
CH6848 MERCEDEZ BENZ 230 280 5,1 8CH-6848,,9685.6,unidad,FRAM,BERAL SRL
CH6PL FORD FAIRLANE V8.F100 V8,1 8CH-6PL,,7277.29,unidad,FRAM,BERAL SRL
CH803APL MERCEDEZ BENZ CAMIONE,1 7CH-803APL,,6795.63,unidad,FRAM,BERAL SRL
CH8081 BMW 328i  MOTOR,1 7CH8081,,11151.53,unidad,FRAM,BERAL SRL
CH8087 BMW 316-318,1 7CH-8087,,11120.12,unidad,FRAM,BERAL SRL
"CH8158 GRAN CHEROKKE 3,1 L  TD",1 7CH-8158,,9633.25,unidad,FRAM,BERAL SRL
